item_category_link_uid,item_category_uid,sequence_no,link_name,full_link_path, isLoading
393165,19717,8,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=images/Paceline-Tapered-Shrinker-Sizing-Chart.jpg,True
19948,15600,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=images/Preggers-Tights-Size-Chart-032213.jpg,True
13259,13709,3,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=images/rcai_1460tls_sizingchart.jpg,True
11733,12203,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=images/rcai_22pfns_sizingchart.gif,True
11737,12205,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=images/rcai_29shl-p_sizingchart.gif,True
13260,10206,3,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=images/rcai_453-lso_sizingchart.jpg,True
11717,12191,3,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=images/rcai_45lso_sizingchart.gif,True
3741,4596,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=images/rcai_460tls_sizingchart.jpg,True
13261,13439,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=images/rcai_463-tls_pediatric_sizingchart.jpg,True
13258,10365,3,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=images/rcai_463-tls_sizingchart.jpg,True
13257,13710,3,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=images/rcai_463-tls-s_sizingchart.jpg,True
11716,12192,3,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=images/rcai_46tlso_sizingchart.gif,True
3727,4591,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=images/rcai_lso_sizingchart.gif,True
26717,18285,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=images/Sizing Chart.JPG,false
27176,18473,3,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/%C3%96ssur%20Formfit%20Pro%20Knee%20OA%20Instructions%20for%20use.pdf,True
22994,5573,3,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/_BREG1_90032B.pdf,True
22340,5314,2,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/_BREG1_90032B_0.pdf,True
22997,8376,2,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/_BREG1_90032B_1.pdf,True
35829,8555,6,Safety Data Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/002_4Rx_en-US.pdf,True
26099,18051,2,Safety Data Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/00256636-20180429.PDF,false
404762,19030,6,Safety Data Sheet - Wooden Parts,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/002KASTERISK_en-US.pdf,True
21025,15902,4,2R41=1/2: Tube Adaptor - Safety Data Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/002R_411_2_en-US.pdf,True
32870,8527,6,2R49=AL - Safety Data Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/002R_49_en-US.pdf,True
32874,8527,8,2R50 - Safety Data Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/002R_50_en-US.pdf,True
32982,18880,6,2R57 - Safety Data Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/002R_57_en-US.pdf,True
32986,18880,8,2R58 - Safety Data Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/002R_58_en-US.pdf,True
32968,8528,6,2R76 - Safety Data Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/002R_76_en-US.pdf,True
32972,8528,8,2R77 - Safety Data Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/002R_77_en-US.pdf,True
406824,14046,7,Tube Adapter - Safety Data Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/003R106_en-US.pdf,True
35912,8534,6,Safety Data Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/006Rx_en-US.pdf,True
20997,15888,2,"007G/U - Stainless Steel, Nickel-plated Safety Data Sheet",false
23954,7053,1,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/0180 Bariatric Support Plus.pdf,True
26294,6194,2,ROM Splinting Brochure,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/0-1883 ROM Literature WEB.pdf,True
19140,6181,3,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/03CX_sizingchart.pdf,True
24589,17328,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/081281088-rolyan-mfc-ii-unilateral-shoulder-orthosis-size-chart-0_1.pdf,True
24679,17361,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/081284223-rolyan-d-ring-wrist-thumb-spica-splint_1.pdf,True
20990,15886,2,Plaster Parting Agent Safety Data Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/085F1_en-US.pdf,True
20981,15882,2,"85H11=A - Pastasil, Component A Safety Data Sheet",false
20985,15883,2,85Z1-8 - Pigmisil Color pastes Safety Data Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/085Z1-8_en-US.pdf,True
20987,15884,2,Plaster Safety Data Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/087_699Gx_en-US.pdf,True
22338,3036,3,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1.02070J-Roadrunner-Shortrunner-knee-braces.pdf,True
22564,5353,3,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1.07230E-Tri-panel-immobilizer-knee-brace.pdf,True
22173,12754,3,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1_00082F-Fusion-OA-Womens-OA-Fusion-Womens-Fusion_0.pdf,True
22986,8375,3,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1_00273C-Shell-air-ankle-walker-boot.pdf,True
22087,12787,2,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1_00361-Polar-Care-Packs.pdf,True
22096,12790,3,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1_07530E-PostOp-Eco-QuickFit.pdf,True
22156,1953,4,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1_09260K-X2K-Knee-Brace.pdf,True
22996,16668,2,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1_90032B-Post-op_Rehab-knee-brace.pdf,True
22989,9553,3,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1_93166B-Fixed-ankle-walker-boot.pdf,True
8464,9110,3,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1_93177D-FreestyleOA-Medial-IFU.pdf,True
22987,9552,2,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1_96028B-Atlas-Universal-Minor.pdf,True
22083,3339,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/10003.pdf,True
26384,18166,2,Application Instruction,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/10007060a.pdf,True
26381,18165,2,Application Instruction,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/10007072C_w.pdf,True
26361,18156,2,Application Instruction,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/10008007 Aluminum Finger Splint.pdf,True
26230,18103,3,Application Instruction,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/10008018-2b F8X Ankle Support IFU.pdf,True
26259,18113,2,Application Instruction,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/10008044 Cervical Traction Kit IFU.pdf,True
403473,1763,4,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/100428%20(F)%20VSDT.pdf,True
406411,18330,4,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/100672 (B) SmartSeal Liner.pdf,True
403428,17189,5,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/100675%20(B)%20Private%20Label%20Liner.pdf,false
407097,18476,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/100700 (E) VIP.pdf,True
7234,6122,2,Assembly Instructions,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1011 Trigger Assembly Instructions.pdf,false
7235,6476,2,Free Motion Instructions,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1013 Posterior Offset Free Motion Instructions.pdf,false
7236,3639,2,Fabrication Instructions,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1014 Special Fabricating Instructions.pdf,false
7237,4312,2,Fabrication Instructions,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1016 Trick Knee Fabrication Instructions.pdf,false
25832,17911,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/101717_APEX-Basis Slip On Sellsheet v19.pdf,True
26350,18152,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/101717_APEX-FitLite Sellsheet v9 sheep Out.pdf,True
25801,17896,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/101717_APEX-Liv&Ellen_4 Shoes Sellsheet_Final.pdf,false
7238,6477,2,Fabrication Instructions,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1017-A38 HD AA Lever Lock Knee Joint Fabrication Instructions.pdf,false
400186,16454,7,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1039_002_web.pdf,True
22036,9215,2,Foam Cover Instructions,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1056.pdf,True
21980,1594,4,Impulse Symes Socket Adapter Kit Assembly Instructions,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1057.pdf,false
7065,1594,3,Impulse Exoskeletal Prosthesis Assembly Instructions,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1060.pdf,True
406873,1588,4,Single Axis Foot Instructions,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1070.pdf,True
406876,1588,9,"Single Axis Foot Instructions, Spanish",false
406880,1584,7,"SACH Foot Instructions, Spanish",false
406882,1584,4,"SACH Foot with Pyramid Instructions, Spanish",false
388370,1293,7,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1115.pdf,True
37196,19101,7,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1118.pdf,True
402964,1485,7,Instruction Manual,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1173.pdf,True
402959,7158,8,"Alpha Liner Manual, Spanish",false
402967,1485,5,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1191-AT.pdf,True
20217,15688,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1197_Corflex_MarathonActive_SS_email.pdf,True
20213,9648,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1198_Corflex_SuedeWrist_SS_email.pdf,True
26177,4830,2,Product Brochure,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/12 CTO-CROSS _0.pdf,True
21340,16008,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/120 SHEER FASHION SIZING CHARTS.pdf,True
402220,5190,7,FTT Protocol,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1-2020-FTT-Protocol.pdf,false
25700,17849,2,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1210-fl-instructions-2015.pdf,True
387165,19330,7,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1210-instructions-2015.pdf,True
387140,17852,7,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1210-s-instructions-2015.pdf,false
37380,8850,4,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1212CatalogpgSTG.pdf,True
399015,1463,7,Instructions,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1247.pdf,True
35791,19011,2,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/12770_Dorsal_Night_Splint_IFU.pdf,True
23014,13883,3,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/12772_PRO_Sports_brace_IFU.pdf,True
20544,13882,3,50K301 Ottobock X-LTE - Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/12773_LTE_Sports_brace_IFU.pdf,True
404440,18728,2,Specifications,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/12789D_Trias_Spec_Sheet_OF.pdf,True
405867,8879,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1311%20Weight%20Activated%20Brake%20Knee%20-%20Catalog%20Page.pdf,True
405869,8879,7,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1311%20Weight%20Activated%20Brake%20Knee%20-%20Instructions.pdf,True
405870,8879,8,PDAC Letter - 1311S,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1311S%20Weight%20Activated%20Brake%20Knee%20-%20PDAC.pdf,True
405871,8879,9,PDAC Letter - 1311T,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1311T%20Weight%20Activated%20Brake%20Knee%20-%20PDAC.pdf,True
405876,9292,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1312%20Mechanical%204-Bar%20Knee%20-%20Catalog%20Page.pdf,True
405878,9292,7,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1312%20Mechanical%204-Bar%20Knee%20-%20Instructions.pdf,True
20963,15872,5,CA_3R62=N Pheon Spec Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/13136C_CA_3R62N_Pheon_Spec_Sheet.pdf,True
20962,15872,4,US_3R62=N Pheon Spec Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/13136C_US_3R62N_Pheon_Spec_Sheet.pdf,True
405872,6358,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1313A_Catalog.pdf,True
405874,6358,7,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1313A_IFU.pdf,True
405881,9294,7,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1315%204-Bar%20Knee%20with%20Lock%20for%20KD%20-%20Instructions.pdf,True
405879,9294,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1315_Catalog.pdf,True
405886,9299,7,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1317%20Single%20Axis%20Knee%20with%20Internal%20Extension%20Asisst%20-%20Instructions.pdf,True
405884,9299,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1317_Catalog.pdf,True
405890,9300,7,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1318%20Single%20Axis%20Knee%20with%20Manual%20Lock%20-%20Instructions.pdf,True
405888,9300,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1318_Catalog.pdf,True
405846,7981,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1320%20Pneumatic%20Single%20Axis%20Knee%20with%20Lock%20-%20Catalog.pdf,True
405848,7981,7,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1320%20Pneumatic%20Single%20Axis%20Knee%20with%20Lock%20-%20Instructions.pdf,True
405859,5098,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1321%20Polycentric%204-Bar%20Knee%20-%20Catalog%20Page.pdf,True
405861,5098,7,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1321%20Polycentric%204-Bar%20Knee%20-%20Instructions.pdf,True
405842,1781,9,PDAC Letter - Lotus Adapter,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1322 Polycentric Pneumatic 4-Bar Knee - PDAC Lotus.pdf,True
405838,1781,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1322%20Polycentric%20Pneumatic%204-Bar%20Knee%20-%20Catalog%20Page.pdf,True
405840,1781,7,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1322%20Polycentric%20Pneumatic%204-Bar%20Knee%20-%20Instructions.pdf,True
405841,1781,8,PDAC Letter - Pyramid,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1322%20Polycentric%20Pneumatic%204-Bar%20Knee%20-%20PDAC.pdf,True
405835,10005,7,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1323%20-%20Stance%20Flexion%20Knee%20-%20Instructions%20for%20Use.pdf,True
405837,10005,8,PDAC Letter,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1323%20-%20Stance%20Flexion%20Knee%20-%20PDAC.pdf,True
405833,10005,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1323%20-%20Stance%20Flexion%20Knee%20-%20Product%20Information.pdf,True
21293,15983,4,WalkOn Family Selection Guide and Brochure,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/13236_WalkOnFamilyBro_lo.pdf,True
405853,11216,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1324%20Stance%20Flexion%205-Bar%20Mechanical%20Knee%20-%20Catalog%20Page.pdf,True
405856,11216,7,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1324_IFU.pdf,True
405858,11216,8,PDAC Letter,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1324_PDAC.pdf,True
405863,9303,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1326%204-Bar%20Knee%20for%20AK%20and%20KD%20-%20Catalog%20Page.pdf,false
405865,9303,7,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1326%204-Bar%20Knee%20for%20AK%20and%20KD%20-%20Instructions.pdf,True
405866,9303,8,PDAC Letter,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1326_PDAC.pdf,True
398682,20173,7,Fabrication Instructions,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1335.pdf,True
403189,18683,5,TPE Liner Family,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/13364_TPE-liner-Family.pdf,True
405843,19825,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1341%20Safe%20Stride%20Knee%20-%20Catalog.pdf,True
405845,19825,7,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1341%20Safe%20Stride%20Knee%20-%20Instructions.pdf,True
404078,16293,7,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1343_001_web%20XC.PDF,false
404056,16292,7,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1344_001_web%20LP.PDF,false
27129,18445,3,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/13-4598 Rev C-DRC-LATEX_IFU-Shoe-Care-Instructions_Latex_r6 copy.pdf,True
27132,18446,3,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/13-4598%20Rev%20C-DRC-LATEX_IFU-Shoe-Care-Instructions_Latex_r6%20copy.pdf,True
33889,15070,2,ProFlex Plus sealing sleeve,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/13656ProFlexPlusSS.pdf,True
403118,15069,2,Product Brochure,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/13804DVSBrochure_4R220-1.pdf,True
403165,18712,5,Skeo Liner Family - Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/13912SkeoFamilyBrochureLO.pdf,True
403134,18713,7,Liner Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/13937LinerPoster2_2018.PDF,false
405641,20631,8,Advanced Microprocessor Knees Catalog Page,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/14061MPKFamilyBrochureLO.pdf,True
10777,11298,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/14089-X-ible-SNAPstop-Brochure-HI.pdf,True
26295,6194,3,Pro-Glide Wrist Product Insert,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1-4115 ProGlide.pdf,True
403475,19747,7,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1413_001_Iceross%20Seali%20In%20X%20Locking%20Liner%20IFU_web.pdf,True
404411,18729,8,Harmony System Brochure,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/14219-All-Harmony-Brochure.PDF,false
402991,10310,7,"Prosthetist Quick Reference Guide for Alpha Liners, Multi-Language",false
21346,16011,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/143-183 MICROFIBER SHADES SIZING CHART.pdf,True
21969,16289,4,Tips and tricks for fitting the Dyneva back brace,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/14379 - Dyneva Fitting Tips and Tricks.pdf,True
21972,16289,7,Dyneva Practitioner Brochure,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/14379-Dyneva-Practitioner-Brochure.pdf,True
34901,18947,2,Specification Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/14408HarmonyP4SpecSheetLO.pdf,True
404972,19748,4,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1447_001_Balance Foot S IFU_web.pdf,True
404976,19749,7,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1447_001_Balance%20Foot%20S%20IFU_web.pdf,True
404401,18731,5,Foot Family Poster,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/14485-Foot-Family-Poster-LO.pdf,True
388356,1344,7,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1455.pdf,false
388287,19350,7,Instructions of Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1456.pdf,True
403204,18719,3,Fabrication Order Form for Custom Urethane Liners,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/14578_CustomLinerOrderForm_1_18LO.pdf,false
398818,1551,7,Instructions,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/1461.pdf,True
21349,16013,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/146-186 CUSHIONED COTTON SIZING CHART.pdf,True
